user_id,email,name,age,gender,city,signup_date,channel,signup_device,vip_grade,marketing_consent,last_login_date,total_spent,order_count,churn,engagement_score,support_tickets,support_level,onboarding_type,week1_activity_score,pre_promo_spent,post_promo_spent
49309,u049309@daum.net,전다은,27,M,경북,18DEC2023,organic,mobile,platinum,0,,2820780,5,1,57.1,0,Low,A,52.8,76327,83733
49310,u049310@daum.net,전시우,21,M,서울,23OCT2023,other,mobile,platinum,1,10MAR2026,2124745,5,1,60.0,3,High,A,47.1,51931,56505
49311,u049311@hanmail.net,오소율,37,M,대구,04AUG2025,organic,pc,bronze,1,04AUG2025,93000,2,1,60.3,1,Low,A,31.0,43452,53205
49312,u049312@hanmail.net,임유진,32,F,대구,19DEC2025,email,mobile,platinum,0,19DEC2025,1734900,2,1,70.3,1,Low,A,36.6,37601,36845
49313,u049313@outlook.com,정하준,42,M,경기,08FEB2025,organic,tablet,silver,0,,770580,2,1,62.4,1,Low,B,52.4,48478,51005
49314,u049314@kakao.com,오서현,26,M,강원,07JUL2023,organic,mobile,bronze,0,16APR2026,48960,2,0,60.8,1,Low,A,61.1,18146,20615
49315,u049315@hanmail.net,김민서,15,M,경북,06DEC2023,organic,pc,platinum,1,27OCT2025,2385720,4,1,68.0,0,Low,A,65.0,64619,72873
49316,u049316@hanmail.net,최윤서,20,M,서울,10AUG2023,social,mobile,gold,0,28MAY2026,1383875,3,0,77.4,0,Low,B,68.3,39093,44640
49317,u049317@daum.net,서준우,38,M,경기,20NOV2025,organic,pc,platinum,1,,2657460,5,1,42.3,3,High,B,57.6,64843,67169
49318,u049318@naver.com,송다은,35,F,서울,05DEC2024,organic,mobile,gold,0,,838420,3,1,56.1,3,High,B,47.9,74795,74505
49319,u049319@hanmail.net,이서윤,39,F,서울,25APR2025,paid_search,mobile,vip,1,25APR2025,3467585,5,1,64.8,2,High,B,52.3,19647,18393
49320,u049320@hanmail.net,한지우,35,M,강원,04JUN2024,referral,pc,silver,1,25SEP2024,764940,3,1,53.7,3,High,C,50.0,43733,51092
49321,u049321@hanmail.net,최지안,37,M,경기,06JUN2025,referral,pc,gold,0,,1107270,1,1,64.3,3,High,B,63.6,40999,42226
49322,u049322@hanmail.net,송서현,27,F,전북,14AUG2024,paid_search,mobile,vip,1,26APR2026,5353745,4,0,73.3,0,Low,C,44.3,57927,70824
49323,u049323@daum.net,조하윤,43,F,인천,10JAN2024,organic,mobile,platinum,1,,1578875,3,1,70.4,2,High,B,48.6,38701,37759
49324,u049324@naver.com,장서윤,30,F,경기,07MAY2023,email,mobile,platinum,0,31JAN2026,2244925,4,1,47.6,1,Low,B,48.3,8956,195
49325,u049325@outlook.com,이지안,20,M,경기,18JUN2024,organic,pc,gold,0,12JAN2026,1163540,6,1,87.0,2,High,B,45.4,35315,42235
49326,u049326@daum.net,최유진,37,F,부산,26MAY2026,paid_search,pc,vip,1,26MAY2026,4258455,6,0,63.2,1,Low,B,61.2,34087,40500
49327,u049327@daum.net,신현우,44,M,대구,09JUN2024,paid_search,tablet,platinum,0,27MAY2025,2721550,4,1,67.5,2,High,C,65.4,57538,75616
49328,u049328@naver.com,안서연,36,M,전남,10APR2023,organic,mobile,gold,1,07JUN2026,1337245,4,0,56.5,4,High,A,39.7,68215,71195
49329,u049329@gmail.com,김은우,44,F,서울,29AUG2025,organic,mobile,vip,0,29AUG2025,3132360,3,1,66.2,2,High,C,51.9,39328,42661
49330,u049330@hanmail.net,박주원,26,F,서울,22OCT2023,paid_search,pc,bronze,0,12FEB2026,0,0,1,36.1,2,High,A,52.1,60283,68354
49331,u049331@hanmail.net,김시우,45,M,서울,24MAY2025,organic,tablet,vip,1,24MAY2025,6274240,11,1,75.1,1,Low,A,39.1,53777,54250
49332,u049332@daum.net,전시우,27,F,인천,17JAN2024,paid_search,mobile,bronze,0,10JUN2025,223610,2,1,59.6,5,High,C,59.6,37527,42624
49333,u049333@kakao.com,서유진,23,M,충북,18JAN2026,organic,pc,bronze,1,18JAN2026,239725,2,1,22.5,3,High,B,60.8,39943,48687
49334,u049334@hanmail.net,신민준,35,M,서울,29MAR2025,referral,pc,bronze,0,29MAR2025,64300,2,1,44.4,0,Low,C,64.7,40409,49401
49335,u049335@gmail.com,오윤서,38,U,경기,02DEC2025,social,mobile,vip,1,,3711400,2,1,62.1,3,High,B,66.5,29101,23943
49336,u049336@daum.net,한준호,39,M,서울,06JUL2023,other,mobile,vip,1,09FEB2025,5261400,5,1,99.5,1,Low,C,64.5,76467,86220
49337,u049337@naver.com,송하준,25,M,경북,11MAR2024,paid_search,mobile,bronze,1,26JUN2024,253600,3,1,63.5,1,Low,B,54.4,53525,57529
49338,u049338@gmail.com,이지원,44,F,서울,21JUN2024,organic,mobile,gold,0,06JUN2026,1411625,3,0,78.2,0,Low,C,72.2,44379,47607
49339,u049339@kakao.com,박채원,36,M,경남,06DEC2023,social,mobile,gold,1,01FEB2026,935000,1,1,64.2,1,Low,C,63.9,36695,46981
49340,u049340@outlook.com,최서현,39,F,대구,16FEB2023,referral,mobile,vip,0,15SEP2025,6242390,3,1,73.5,1,Low,B,70.3,50337,62422
49341,u049341@kakao.com,장하윤,28,M,충북,05AUG2024,referral,mobile,platinum,0,26NOV2025,2186510,4,1,66.8,1,Low,C,40.0,34293,39834
49342,u049342@kakao.com,한하준,57,M,경기,26MAY2026,other,mobile,platinum,1,26MAY2026,2766280,8,0,78.1,1,Low,B,63.7,44074,49503
49343,u049343@naver.com,장서현,43,M,대구,24JAN2025,paid_search,pc,vip,1,24JAN2025,5680485,8,1,93.3,0,Low,A,46.3,57273,63988
49344,u049344@gmail.com,안지우,64,M,경기,12AUG2025,social,pc,platinum,0,29OCT2025,2799435,3,1,68.0,1,Low,A,68.4,34833,34399
49345,u049345@kakao.com,권서윤,17,M,대전,02FEB2025,organic,mobile,vip,0,02FEB2025,3920385,5,1,59.4,3,High,C,54.0,74672,79962
49346,u049346@kakao.com,장윤서,32,F,경기,28FEB2023,paid_search,mobile,platinum,1,09JUL2025,2694500,1,1,75.4,6,High,A,54.3,42796,48196
49347,u049347@outlook.com,조하윤,37,F,서울,27MAY2024,social,mobile,bronze,0,09JUL2026,144760,2,0,40.2,1,Low,C,60.2,32588,21625
49348,u049348@daum.net,윤하은,36,M,경기,30JAN2023,paid_search,mobile,platinum,1,11SEP2025,1798230,4,1,65.8,2,High,A,60.3,58445,61415
49349,u049349@naver.com,박소율,43,M,서울,10APR2024,paid_search,pc,platinum,1,13FEB2025,2785360,4,1,72.7,1,Low,A,47.1,43531,50896
49350,u049350@kakao.com,김하은,43,F,전남,15MAY2024,organic,mobile,bronze,0,04MAR2026,22100,1,1,45.1,4,High,A,49.3,55637,68068
49351,u049351@naver.com,최시우,30,F,대구,25JUN2026,paid_search,mobile,platinum,1,25JUN2026,1575400,1,0,48.7,0,Low,A,42.2,44548,43318
49352,u049352@kakao.com,안주원,14,M,서울,23NOV2025,social,mobile,gold,1,01MAY2026,1062610,2,0,52.2,1,Low,B,63.9,26831,34324
49353,u049353@hanmail.net,김지유,48,F,인천,08MAR2023,referral,mobile,bronze,0,07NOV2024,172200,1,1,47.5,0,Low,C,67.8,75818,75024
49354,u049354@hanmail.net,최민준,45,F,서울,28JUL2024,paid_search,mobile,vip,0,02JUN2026,4222515,3,0,54.8,1,Low,C,63.8,56867,62037
49355,u049355@gmail.com,윤서현,37,F,인천,18AUG2023,social,mobile,bronze,1,03NOV2025,8670,1,1,40.7,0,Low,A,64.8,70239,74748
49356,u049356@gmail.com,안윤서,23,M,경북,22APR2026,paid_search,mobile,bronze,0,22APR2026,214700,1,0,34.0,0,Low,C,44.6,64770,66599
49357,u049357@outlook.com,오현우,26,F,대구,20NOV2024,organic,mobile,platinum,1,17MAY2026,2259450,3,0,69.9,1,Low,B,49.3,39536,50320
49358,u049358@outlook.com,황지유,25,F,충남,06MAY2023,social,mobile,vip,1,15DEC2025,4029475,4,1,71.7,2,High,B,77.4,90647,99600
49359,u049359@naver.com,정지훈,34,M,경기,31MAY2025,organic,mobile,platinum,0,21JAN2026,2223830,3,1,65.7,0,Low,A,45.8,39406,38321
49360,u049360@naver.com,서현우,53,F,경기,05SEP2023,social,mobile,vip,0,21AUG2024,4256320,6,1,63.3,0,Low,A,30.1,45978,54900
49361,u049361@daum.net,서지민,25,F,경기,14JAN2023,organic,mobile,bronze,1,30MAR2025,289005,3,1,50.0,2,High,C,74.4,47354,49336
49362,u049362@naver.com,오은우,48,F,대전,03MAR2023,referral,mobile,bronze,0,02JUN2025,0,0,1,32.4,1,Low,A,67.3,58765,69515
49363,u049363@gmail.com,박지유,60,F,대구,29MAY2024,social,pc,bronze,0,14SEP2025,88900,1,1,55.7,1,Low,B,60.8,37352,39566
49364,u049364@daum.net,오지호,54,F,경기,08OCT2024,email,pc,gold,1,22NOV2024,1268860,5,1,41.8,1,Low,B,53.4,52409,52059
49365,u049365@kakao.com,전지안,23,M,부산,16APR2026,organic,mobile,vip,0,16APR2026,5799155,4,0,72.6,1,Low,A,56.0,27279,31857
49366,u049366@gmail.com,전은우,44,F,경기,05JAN2024,organic,mobile,bronze,0,04JUL2024,71465,2,1,40.8,2,High,A,58.8,70821,69951
49367,u049367@kakao.com,전하준,38,M,부산,18JUN2023,referral,mobile,vip,1,13NOV2024,6950650,4,1,95.7,2,High,A,62.2,73760,77127
49368,u049368@gmail.com,한유진,40,F,인천,15JUN2026,referral,pc,platinum,1,15JUN2026,1622250,7,0,66.8,2,High,C,48.5,69521,78656
49369,u049369@hanmail.net,임지훈,35,M,대구,22MAR2026,organic,mobile,bronze,0,22MAR2026,100120,3,1,49.7,2,High,C,65.4,56757,60875
49370,u049370@hanmail.net,황준우,20,F,충북,07DEC2025,paid_search,mobile,gold,1,07DEC2025,1164060,4,1,44.5,0,Low,C,55.6,42260,43964
49371,u049371@daum.net,강준호,26,U,경기,08JUL2024,organic,mobile,gold,1,13AUG2025,936900,3,1,40.2,1,Low,C,40.2,53765,67514
49372,u049372@outlook.com,안수아,25,F,서울,02JUN2024,paid_search,mobile,bronze,1,13JUN2026,79200,1,0,55.3,0,Low,C,46.0,46415,45081
49373,u049373@naver.com,서다은,39,F,광주,24MAR2023,social,pc,vip,0,06MAY2026,4633300,4,0,91.5,0,Low,A,40.0,37518,31754
49374,u049374@daum.net,송지원,28,F,서울,10JAN2024,other,tablet,bronze,1,22AUG2024,64880,1,1,53.6,1,Low,C,81.2,27382,24312
49375,u049375@naver.com,오예준,40,F,전남,28MAR2026,social,mobile,platinum,0,29MAR2026,1657560,5,1,62.5,2,High,A,48.1,38748,42627
49376,u049376@outlook.com,정유진,41,F,경남,14NOV2024,paid_search,mobile,vip,0,28APR2026,3788240,6,0,69.2,2,High,C,55.2,53853,59377
49377,u049377@daum.net,전다은,23,F,경기,24MAR2026,paid_search,pc,bronze,1,24MAR2026,0,0,1,44.1,1,Low,A,51.0,39346,37527
49378,u049378@kakao.com,황민서,52,F,경기,27MAR2024,paid_search,mobile,platinum,0,27JUN2024,2033220,7,1,64.3,2,High,B,60.2,39238,46943
49379,u049379@daum.net,박수아,44,F,경기,06MAY2026,organic,mobile,gold,0,,1069785,2,1,49.3,0,Low,A,48.7,59243,62907
49380,u049380@naver.com,황하윤,27,F,경기,03MAY2026,social,mobile,silver,1,,362810,4,1,41.7,3,High,C,81.4,83363,79304
49381,u049381@kakao.com,한하윤,47,M,경기,20OCT2023,other,pc,vip,1,10OCT2025,4010395,7,1,68.9,4,High,B,60.4,57658,56994
49382,u049382@kakao.com,신준호,32,F,경기,21DEC2023,paid_search,mobile,platinum,0,24MAR2026,2778235,3,1,82.8,3,High,B,39.3,41630,39723
49383,u049383@daum.net,서지민,30,M,강원,22MAY2025,organic,mobile,platinum,0,22MAY2025,2531500,5,1,73.1,2,High,B,49.7,65595,82298
49384,u049384@gmail.com,한서현,30,F,서울,27NOV2024,paid_search,mobile,silver,0,,555455,4,1,39.8,0,Low,B,38.5,34404,43798
49385,u049385@outlook.com,신지민,37,M,경북,28JAN2026,other,mobile,silver,0,,406425,2,1,51.0,2,High,A,56.4,22928,18980
49386,u049386@hanmail.net,임하은,19,M,대구,08MAY2025,social,mobile,gold,1,20MAY2026,1160295,6,0,67.4,0,Low,C,50.6,32896,32093
49387,u049387@hanmail.net,송예은,23,M,전북,21DEC2023,paid_search,mobile,gold,1,03SEP2025,812435,2,1,75.7,3,High,C,76.0,53289,45432
49388,u049388@daum.net,조윤서,47,F,경남,01DEC2023,organic,tablet,bronze,1,09AUG2025,34090,2,1,69.6,2,High,B,36.0,48396,61079
49389,u049389@gmail.com,송서현,32,M,충북,23JUN2024,organic,mobile,gold,1,23NOV2025,1315420,2,1,56.4,1,Low,A,51.9,73392,83841
49390,u049390@kakao.com,이서현,33,F,부산,16APR2025,social,mobile,silver,0,16APR2025,693880,4,1,66.4,3,High,A,64.5,67868,72890
49391,u049391@kakao.com,윤민준,39,M,인천,02DEC2025,referral,pc,platinum,0,19MAR2026,2993715,6,1,67.9,2,High,B,70.4,42258,43781
49392,u049392@outlook.com,권은우,35,F,부산,07OCT2023,organic,mobile,silver,0,01SEP2025,464470,4,1,53.2,0,Low,B,55.0,81918,87523
49393,u049393@naver.com,강현우,50,U,경기,28DEC2024,organic,mobile,bronze,0,28DEC2024,102030,1,1,50.6,3,High,B,53.9,62882,69448
49394,u049394@naver.com,서서연,20,M,인천,21MAY2026,social,mobile,vip,0,21MAY2026,4135140,9,0,68.7,1,Low,C,55.7,44058,47584
49395,u049395@gmail.com,정지호,26,M,인천,21APR2025,social,mobile,vip,1,10MAR2026,4212820,4,1,82.7,1,Low,C,61.9,50135,60844
49396,u049396@daum.net,박준우,26,F,인천,11MAR2024,organic,mobile,vip,1,10APR2025,12744750,5,1,65.1,1,Low,A,61.5,43907,37221
49397,u049397@daum.net,권하준,28,M,경기,08MAR2024,email,pc,silver,1,30MAR2025,769080,4,1,62.3,1,Low,A,37.3,52686,61489
49398,u049398@naver.com,장예은,47,M,서울,15AUG2025,paid_search,mobile,vip,1,15AUG2025,5522055,5,1,90.3,1,Low,B,59.7,20924,17381
49399,u049399@hanmail.net,안지원,44,M,서울,07OCT2024,organic,pc,silver,1,21JAN2026,426820,2,1,72.3,2,High,B,73.3,23234,28030
49400,u049400@gmail.com,안지원,57,F,경기,04JAN2025,social,pc,vip,0,18JUL2025,4212730,4,1,75.1,4,High,C,48.0,34589,34175
49401,u049401@daum.net,서하은,20,M,경기,21NOV2023,social,pc,bronze,0,04MAY2025,295680,3,1,43.7,3,High,A,58.5,63153,69856
49402,u049402@kakao.com,송준호,27,F,서울,15SEP2025,paid_search,mobile,bronze,0,15SEP2025,0,0,1,52.6,0,Low,A,33.3,74719,79242
49403,u049403@outlook.com,전민준,34,M,충북,14JUL2024,paid_search,pc,vip,0,,3432720,2,1,82.6,1,Low,B,69.7,28996,28785
49404,u049404@kakao.com,정하준,33,F,인천,23FEB2026,email,pc,bronze,0,23FEB2026,218410,2,1,45.8,0,Low,B,40.1,65939,78768
49405,u049405@daum.net,서유진,30,F,대구,20SEP2024,email,mobile,gold,0,02NOV2024,1370755,3,1,63.7,1,Low,A,58.9,72403,87584
49406,u049406@gmail.com,조현우,60,M,서울,23APR2026,organic,mobile,vip,1,23APR2026,4403995,2,0,65.9,1,Low,B,52.6,52649,45034
49407,u049407@hanmail.net,최지우,53,F,서울,18NOV2025,paid_search,mobile,gold,0,,1373910,3,1,51.6,1,Low,C,60.9,30322,30847
49408,u049408@hanmail.net,서다은,33,F,충북,21JUN2025,paid_search,tablet,vip,1,12JAN2026,3814675,4,1,63.0,2,High,B,55.3,56633,67949
49409,u049409@outlook.com,안시우,33,F,경기,20MAY2023,referral,mobile,platinum,1,04JUL2025,1829460,4,1,62.6,2,High,C,77.0,50016,61984
49410,u049410@daum.net,윤준호,53,M,경기,15JUN2025,organic,mobile,vip,1,,4245055,5,1,56.6,1,Low,A,52.0,40212,40444
49411,u049411@gmail.com,박채원,48,M,경남,25OCT2025,paid_search,tablet,bronze,0,18MAY2026,195910,5,0,38.3,0,Low,C,70.1,67138,61736
49412,u049412@hanmail.net,황서연,58,M,서울,31MAY2026,paid_search,mobile,platinum,1,,2528760,7,1,52.2,0,Low,C,63.2,63931,72539
49413,u049413@daum.net,이지안,30,F,경기,07JUL2024,referral,mobile,bronze,1,20NOV2024,185555,1,1,55.8,1,Low,C,61.4,34371,37151
49414,u049414@naver.com,김예은,36,M,경기,09JUN2025,organic,mobile,bronze,1,09JUN2025,291795,4,1,34.8,3,High,A,50.5,45170,49386
49415,u049415@naver.com,윤수아,40,F,경기,26JUL2025,social,mobile,platinum,0,24NOV2025,2614930,5,1,35.8,1,Low,A,44.5,50631,49481
49416,u049416@outlook.com,박하윤,30,M,서울,07JUL2026,paid_search,pc,bronze,1,07JUL2026,59300,2,0,65.5,2,High,B,49.2,49645,60696
49417,u049417@hanmail.net,안하윤,23,M,대전,08MAY2026,organic,pc,silver,1,08MAY2026,403270,4,0,41.5,1,Low,C,51.6,57284,66443
49418,u049418@outlook.com,류지안,41,M,부산,15FEB2026,email,pc,vip,1,15FEB2026,3343810,5,1,63.3,0,Low,A,57.9,51541,60870
49419,u049419@gmail.com,황서윤,36,M,서울,24AUG2024,organic,mobile,vip,0,27JUN2026,4614660,2,0,80.5,0,Low,C,49.8,56514,65202
49420,u049420@outlook.com,전지우,14,F,경기,07MAY2025,paid_search,pc,vip,1,07MAY2025,4708635,5,1,51.2,1,Low,B,52.8,51877,57763
49421,u049421@hanmail.net,임서현,39,M,충남,22SEP2025,social,mobile,vip,1,22SEP2025,10102625,5,1,60.9,2,High,B,47.5,50553,59102
49422,u049422@gmail.com,권다은,27,M,경기,02JUL2024,referral,mobile,bronze,0,18APR2025,8185,1,1,37.6,2,High,C,51.8,44262,51578
49423,u049423@hanmail.net,조시우,26,M,경기,25JAN2026,paid_search,pc,silver,1,25JAN2026,702860,4,1,68.2,1,Low,B,52.9,54795,58685
49424,u049424@kakao.com,황지호,31,F,대구,23MAY2026,organic,mobile,platinum,1,23MAY2026,2709730,4,0,63.6,1,Low,A,56.3,36775,47925
49425,u049425@naver.com,안민서,42,M,대구,04FEB2026,social,pc,bronze,0,04FEB2026,127500,1,1,50.4,1,Low,A,60.5,30261,35274
49426,u049426@outlook.com,전지민,38,F,전남,24JUN2026,referral,pc,vip,0,24JUN2026,4853255,4,0,65.8,1,Low,B,28.1,27772,25951
49427,u049427@naver.com,서시우,29,F,경기,22MAR2024,social,mobile,platinum,0,30APR2025,2771100,1,1,71.1,0,Low,B,42.8,36864,45334
49428,u049428@gmail.com,임준호,42,M,서울,18APR2026,paid_search,mobile,bronze,1,18APR2026,0,0,0,60.8,1,Low,B,46.6,30024,33221
49429,u049429@hanmail.net,장서윤,38,M,경기,14OCT2023,paid_search,tablet,vip,1,04MAR2026,6371470,3,1,100.0,0,Low,A,51.3,50526,51509
49430,u049430@naver.com,조소율,42,M,인천,23MAR2023,email,pc,gold,0,21JUN2024,884670,5,1,55.2,3,High,B,55.1,65835,66154
49431,u049431@daum.net,오유진,41,F,경기,05DEC2023,organic,pc,bronze,1,24FEB2026,281080,3,1,72.2,1,Low,C,69.8,48776,45288
49432,u049432@hanmail.net,김지민,27,M,부산,24JAN2026,paid_search,mobile,silver,1,,798640,4,1,69.1,1,Low,A,43.2,9218,6936
49433,u049433@gmail.com,황민준,37,M,인천,14NOV2024,paid_search,mobile,bronze,1,08SEP2025,186480,1,1,55.0,3,High,B,63.2,60616,58344
49434,u049434@gmail.com,최서윤,47,M,경남,26AUG2023,paid_search,pc,vip,0,12MAY2026,3476985,5,0,38.4,3,High,C,53.5,35565,39927
49435,u049435@daum.net,신하윤,31,F,강원,17MAY2024,organic,mobile,bronze,1,28AUG2024,76700,2,1,44.2,2,High,A,32.3,56177,52423
49436,u049436@kakao.com,안채원,43,F,경기,05SEP2024,email,mobile,vip,0,02MAY2026,3850215,4,0,62.8,0,Low,B,58.8,21699,22466
49437,u049437@outlook.com,오지원,14,F,서울,02JAN2026,email,mobile,gold,1,17JUN2026,1343400,2,0,63.6,2,High,B,61.7,38008,44397
49438,u049438@naver.com,권채원,22,M,경기,03MAR2026,social,tablet,gold,1,03MAR2026,1478120,3,1,57.2,0,Low,C,61.3,39244,38483
49439,u049439@kakao.com,오시우,41,F,서울,10JUN2025,social,pc,platinum,0,,2200960,3,1,55.2,0,Low,B,52.3,51482,60088
49440,u049440@outlook.com,박서현,37,F,대구,15MAR2025,social,mobile,platinum,0,27JUN2026,2207260,3,0,87.8,0,Low,C,53.6,38091,42436
49441,u049441@gmail.com,임유진,31,F,대구,09APR2023,paid_search,pc,platinum,0,22MAR2026,2176255,4,1,78.6,1,Low,A,38.6,70762,74568
49442,u049442@gmail.com,전준우,29,F,경남,18FEB2025,social,mobile,vip,1,18FEB2025,3502325,3,1,40.8,2,High,B,46.0,40088,56408
49443,u049443@outlook.com,안도윤,32,M,서울,18AUG2024,organic,mobile,gold,1,18JUN2026,1015930,1,0,54.1,0,Low,A,69.9,59110,61692
49444,u049444@outlook.com,신지안,26,F,제주,12MAR2023,organic,mobile,vip,1,02SEP2025,4258760,6,1,76.0,3,High,B,68.7,67679,76120
49445,u049445@hanmail.net,서지훈,25,F,경기,07FEB2024,referral,pc,gold,1,14NOV2024,1410280,3,1,76.1,1,Low,C,59.8,71032,74755
49446,u049446@gmail.com,서지원,28,M,대구,08SEP2024,referral,pc,vip,0,08SEP2024,5215815,5,1,65.1,2,High,A,61.7,54642,56073
49447,u049447@naver.com,윤예은,32,M,경기,30APR2025,paid_search,pc,gold,1,30APR2025,821900,1,1,54.0,0,Low,A,34.9,62583,71772
49448,u049448@naver.com,신지안,25,M,서울,06APR2023,social,mobile,silver,0,03NOV2024,532710,5,1,56.3,0,Low,C,50.9,41247,42407
49449,u049449@gmail.com,이서윤,57,M,강원,26JUN2023,organic,pc,silver,0,28DEC2024,702200,2,1,64.4,1,Low,A,42.2,37940,45875
49450,u049450@kakao.com,류유진,38,M,광주,22OCT2025,organic,mobile,vip,0,22OCT2025,3797735,2,1,47.7,0,Low,B,51.7,36191,36815
49451,u049451@hanmail.net,이주원,42,M,경북,12MAR2026,social,mobile,bronze,0,12MAR2026,187800,1,1,26.5,1,Low,B,50.4,37457,48058
49452,u049452@gmail.com,오다은,46,F,대전,31AUG2025,organic,mobile,bronze,1,31AUG2025,274310,3,1,68.7,2,High,B,63.1,41667,46098
49453,u049453@hanmail.net,전서연,37,F,서울,05AUG2025,organic,mobile,gold,1,05AUG2025,905245,4,1,44.7,1,Low,B,58.9,46266,52165
49454,u049454@daum.net,오지우,54,F,서울,12JUL2025,organic,pc,vip,1,12JUL2025,3699690,7,1,93.3,0,Low,A,46.1,70929,72389
49455,u049455@daum.net,류채원,40,M,부산,23MAY2025,paid_search,mobile,vip,1,09MAR2026,8951915,5,1,66.4,1,Low,B,48.5,56858,53583
49456,u049456@daum.net,황은우,44,F,경북,27FEB2023,organic,mobile,bronze,0,14NOV2025,271225,3,1,50.6,2,High,A,51.9,74515,78963
49457,u049457@daum.net,이민서,41,M,전북,12MAR2023,social,mobile,vip,1,27JUN2026,3368040,2,0,70.4,1,Low,A,56.0,36595,40694
49458,u049458@daum.net,윤도윤,40,M,경기,31MAY2023,organic,mobile,platinum,0,04JUN2024,2357630,4,1,36.1,1,Low,A,57.0,36693,49362
49459,u049459@kakao.com,이도윤,36,F,전남,26JAN2025,email,mobile,vip,1,24APR2026,5698140,2,0,100.0,0,Low,B,33.7,46241,49111
49460,u049460@kakao.com,임하은,29,F,충북,08FEB2023,organic,mobile,vip,1,28JAN2026,5624050,5,1,66.2,2,High,B,63.5,44308,40550
49461,u049461@outlook.com,황예준,39,M,광주,09OCT2025,organic,mobile,platinum,0,09OCT2025,2092325,7,1,51.4,2,High,C,65.7,71962,76208
49462,u049462@kakao.com,조서연,43,M,전북,05FEB2023,organic,mobile,platinum,1,08JAN2025,2381885,2,1,48.3,1,Low,B,55.0,55771,61519
49463,u049463@gmail.com,류지훈,61,M,경기,16JUN2025,other,mobile,gold,1,03JUN2026,836900,3,0,61.3,2,High,B,50.8,36137,36331
49464,u049464@daum.net,전하준,46,F,경기,28JAN2025,referral,tablet,vip,0,08MAY2025,4542350,4,1,72.4,1,Low,C,56.9,40332,46275
49465,u049465@hanmail.net,박지우,36,M,경북,21MAR2025,social,mobile,silver,1,,486175,2,1,40.6,0,Low,C,62.9,57221,65468
49466,u049466@daum.net,안소율,24,F,경기,26MAR2026,organic,mobile,platinum,1,26MAR2026,2830620,2,1,47.1,1,Low,B,56.0,39744,47864
49467,u049467@gmail.com,윤서연,36,M,대구,15MAY2023,email,mobile,bronze,0,,74150,2,1,62.1,0,Low,B,60.5,41936,39452
49468,u049468@gmail.com,최서현,27,F,경북,28APR2026,paid_search,pc,bronze,1,28APR2026,251460,2,0,44.5,0,Low,C,55.3,64395,74389
49469,u049469@gmail.com,김유진,32,F,전남,21SEP2024,referral,mobile,platinum,0,09DEC2025,2016740,3,1,40.1,3,High,B,64.7,74234,87405
49470,u049470@outlook.com,송서연,31,M,세종,16FEB2026,paid_search,pc,gold,1,16FEB2026,1252700,2,1,56.9,3,High,C,48.4,26474,27757
49471,u049471@outlook.com,김지우,30,F,경기,24SEP2024,organic,pc,platinum,1,,2733520,5,1,58.9,0,Low,B,59.4,48522,55511
49472,u049472@kakao.com,장지훈,42,F,서울,08AUG2025,social,mobile,gold,1,08AUG2025,1176410,2,1,82.8,2,High,B,39.0,54297,63662
49473,u049473@outlook.com,신은우,30,F,서울,22MAY2023,social,mobile,platinum,0,12OCT2025,2384580,3,1,56.4,2,High,B,75.4,31030,26704
49474,u049474@hanmail.net,조지민,44,F,전남,07APR2025,organic,tablet,vip,1,07APR2025,8012285,6,1,71.8,2,High,C,77.7,28269,33920
49475,u049475@outlook.com,윤준호,48,M,전북,19JUN2024,other,mobile,bronze,1,16MAY2025,93390,3,1,52.2,1,Low,A,53.0,33430,37186
49476,u049476@outlook.com,윤도윤,36,F,경기,28JUN2023,organic,pc,vip,0,15MAY2025,4374345,4,1,61.2,0,Low,B,47.1,46956,55882
49477,u049477@daum.net,김주원,45,F,충남,21NOV2024,organic,mobile,platinum,1,21NOV2024,1912425,5,1,66.8,2,High,B,53.5,54647,57119
49478,u049478@gmail.com,박준호,50,F,서울,01JAN2023,organic,mobile,gold,1,,1495940,3,1,47.0,4,High,A,58.2,31765,50198
49479,u049479@daum.net,장지원,20,F,경북,26DEC2023,organic,pc,vip,1,30APR2025,3592010,9,1,63.4,1,Low,A,52.8,61751,67674
49480,u049480@daum.net,윤서윤,24,M,경기,27FEB2024,organic,mobile,silver,1,18OCT2025,484380,2,1,59.9,2,High,C,69.4,21098,22184
49481,u049481@kakao.com,정서현,34,F,경기,03NOV2025,organic,mobile,vip,1,03DEC2025,3540125,2,1,80.5,0,Low,A,50.0,61579,70524
49482,u049482@daum.net,김유진,19,F,부산,22JUL2024,email,mobile,bronze,1,24JAN2026,39330,1,1,40.1,1,Low,C,48.6,44891,42696
49483,u049483@outlook.com,이은우,44,F,경기,07MAY2023,organic,mobile,bronze,1,23FEB2025,273920,3,1,45.5,0,Low,B,65.8,64894,80285
49484,u049484@naver.com,임다은,14,F,대구,15APR2026,organic,mobile,vip,1,,6166660,5,1,91.6,1,Low,C,56.7,28442,35493
49485,u049485@hanmail.net,신준우,39,M,서울,07NOV2023,paid_search,pc,vip,1,11OCT2025,5402900,6,1,63.8,0,Low,C,56.5,58271,60006
49486,u049486@naver.com,권준우,36,F,경기,13NOV2023,organic,mobile,silver,1,16SEP2025,733080,3,1,55.5,2,High,A,55.1,66468,67681
